product_id,title,description,category,price,brand,tags,rating_avg,rating_count,created_at
P000546,Pro Sunglasses Model 445,Pro Sunglasses Model 445 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,65.94,Orion,"lightweight,outdoor,waterproof",4.65,18,2023-12-10T00:00:00Z
P000547,Durable Yoga Mat Model 244,Durable Yoga Mat Model 244 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,53.44,EverRun,"lightweight,training,waterproof",4.89,10,2023-04-13T00:00:00Z
P000548,Premium Sunglasses,Premium Sunglasses designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,20.63,Nimbus,running,3.51,56,2024-10-29T00:00:00Z
P000549,Ultra Sunglasses Model 810,Ultra Sunglasses Model 810 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,71.54,PeakMotion,insulated,3.91,14,2023-09-02T00:00:00Z
P000550,Premium Compression Sleeve,Premium Compression Sleeve designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,48.69,Orion,insulated,4.74,12,2024-03-04T00:00:00Z
P000551,Eco Smart Watch,Eco Smart Watch designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,118.93,Novex,"outdoor,gps,insulated",3.83,26,2024-11-06T00:00:00Z
P000552,Ultra Running Shoe,Ultra Running Shoe designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,51.86,Nimbus,"lightweight,compact",4.51,10,2024-10-22T00:00:00Z
P000553,Ultra Smart Watch Model 545,Ultra Smart Watch Model 545 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,33.37,Nimbus,trail,4.61,56,2023-06-30T00:00:00Z
P000554,Lightweight Headphones,Lightweight Headphones designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,22.83,PeakMotion,"training,heart-rate,insulated",3.99,11,2024-11-24T00:00:00Z
P000555,Pro Trail Shoe,Pro Trail Shoe designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,23.92,TrailBlaze,casual,4.84,10,2024-08-22T00:00:00Z
P000556,Lightweight Sunglasses,Lightweight Sunglasses designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,57.12,Nimbus,casual,4.06,15,2023-07-18T00:00:00Z
P000557,Compact Yoga Mat Model 307,Compact Yoga Mat Model 307 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,25.09,Orion,fitness,3.7,35,2024-04-14T00:00:00Z
P000558,Comfort Backpack Model 325,Comfort Backpack Model 325 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,44.15,Orion,heart-rate,4.96,36,2023-03-30T00:00:00Z
P000559,Eco Headphones,Eco Headphones designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,43.66,Nimbus,"running,casual",4.6,12,2023-12-02T00:00:00Z
P000560,Premium Smart Watch,Premium Smart Watch designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,56.55,Apex,"running,compact",4.99,24,2024-05-31T00:00:00Z
P000561,Waterproof Jacket Model 503,Waterproof Jacket Model 503 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,104.78,Novex,"training,waterproof",3.62,25,2024-02-21T00:00:00Z
P000562,Comfort Backpack,Comfort Backpack designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,45.91,Novex,training,4.5,11,2024-04-15T00:00:00Z
P000563,Premium Running Shoe Model 565,Premium Running Shoe Model 565 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,76.31,TrailBlaze,outdoor,4.44,22,2023-01-02T00:00:00Z
P000564,Durable Sunglasses Model 807,Durable Sunglasses Model 807 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,41.24,CoreFit,"fitness,heart-rate",4.31,28,2023-03-24T00:00:00Z
P000565,Compact Compression Sleeve Model 156,Compact Compression Sleeve Model 156 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,83.28,Novex,"outdoor,training",4.43,13,2023-06-29T00:00:00Z
P000566,Eco Compression Sleeve,Eco Compression Sleeve designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,25.54,EverRun,gps,3.67,15,2024-08-17T00:00:00Z
P000567,Pro Compression Sleeve,Pro Compression Sleeve designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,32.82,CoreFit,"insulated,casual,fitness",3.58,13,2024-04-08T00:00:00Z
P000568,Eco Jacket,Eco Jacket designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,38.81,Veloce,"gps,fitness,training",4.43,29,2023-03-09T00:00:00Z
P000569,Smart Trail Shoe Model 182,Smart Trail Shoe Model 182 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,55.92,CoreFit,trail,3.75,10,2023-06-01T00:00:00Z
P000570,Comfort Smart Watch,Comfort Smart Watch designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,31.73,Veloce,training,4.02,14,2024-10-22T00:00:00Z
P000571,Ultra Smart Watch,Ultra Smart Watch designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,109.74,PeakMotion,"insulated,outdoor,casual",4.37,20,2023-12-01T00:00:00Z
P000572,Premium Socks Model 813,Premium Socks Model 813 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,38.32,Orion,fitness,3.76,12,2024-05-10T00:00:00Z
P000573,Ultra Running Shoe Model 251,Ultra Running Shoe Model 251 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,31.38,Stride,"lightweight,gps,fitness",3.77,11,2024-11-13T00:00:00Z
P000574,Comfort Smart Watch,Comfort Smart Watch designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,59.75,Orion,training,3.89,11,2024-07-29T00:00:00Z
P000575,Lightweight Socks Model 424,Lightweight Socks Model 424 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,25.92,Nimbus,"lightweight,gps,fitness",3.68,10,2024-05-26T00:00:00Z
P000576,Smart Backpack,Smart Backpack designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,58.81,Veloce,"outdoor,insulated,fitness",4.21,12,2024-08-10T00:00:00Z
P000577,Comfort Shorts Model 846,Comfort Shorts Model 846 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,33.55,Novex,"training,running,lightweight",4.52,10,2023-01-26T00:00:00Z
P000578,Premium Smart Watch Model 556,Premium Smart Watch Model 556 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,23.7,Apex,"insulated,waterproof,heart-rate",4.29,27,2023-10-12T00:00:00Z
P000579,Lightweight Trail Shoe Model 651,Lightweight Trail Shoe Model 651 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,47.08,Novex,"casual,waterproof,training",3.98,18,2023-02-27T00:00:00Z
P000580,Compact Sunglasses Model 251,Compact Sunglasses Model 251 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,34.79,EverRun,fitness,4.02,12,2024-04-01T00:00:00Z
P000581,Durable Smart Watch Model 845,Durable Smart Watch Model 845 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,49.66,TrailBlaze,"fitness,lightweight",4.71,104,2024-03-10T00:00:00Z
P000582,Waterproof Water Bottle,Waterproof Water Bottle designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,25.75,CoreFit,"gps,outdoor",3.6,85,2024-01-20T00:00:00Z
P000583,Lightweight Sunglasses Model 754,Lightweight Sunglasses Model 754 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,73.16,Veloce,"compact,heart-rate",4.63,11,2023-07-10T00:00:00Z
P000584,Ultra Jacket,Ultra Jacket designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,52.91,CoreFit,"fitness,training,gps",4.61,11,2023-01-03T00:00:00Z
P000585,Ultra Yoga Mat Model 755,Ultra Yoga Mat Model 755 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,24.97,CoreFit,"lightweight,training",4.86,19,2023-01-30T00:00:00Z
P000586,Ultra Headphones Model 168,Ultra Headphones Model 168 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,86.49,Orion,"fitness,insulated",4.53,114,2023-05-03T00:00:00Z
P000587,Eco Compression Sleeve,Eco Compression Sleeve designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,53.81,Stride,"running,lightweight,outdoor",4.19,21,2024-01-01T00:00:00Z
P000588,Lightweight Yoga Mat Model 469,Lightweight Yoga Mat Model 469 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,45.45,EverRun,fitness,3.94,19,2023-03-20T00:00:00Z
P000589,Pro Socks,Pro Socks designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,43.95,Stride,"outdoor,compact,fitness",3.91,22,2024-01-07T00:00:00Z
P000590,Eco Shorts,Eco Shorts designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,41.03,Veloce,"outdoor,training",4.12,54,2023-06-16T00:00:00Z
P000591,Pro Water Bottle,Pro Water Bottle designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,106.53,Veloce,"compact,gps,insulated",4.57,22,2023-04-27T00:00:00Z
P000592,Smart Trail Shoe,Smart Trail Shoe designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,56.94,Nimbus,"fitness,outdoor",3.71,14,2024-09-03T00:00:00Z
P000593,Compact Water Bottle Model 826,Compact Water Bottle Model 826 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,21.15,Novex,lightweight,4.79,11,2023-08-21T00:00:00Z
P000594,Comfort Smart Watch,Comfort Smart Watch designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,147.97,Novex,running,4.66,25,2023-02-13T00:00:00Z
P000595,Durable Running Shoe,Durable Running Shoe designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,38.76,CoreFit,trail,3.95,10,2023-04-09T00:00:00Z
P000596,Premium Smart Watch,Premium Smart Watch designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,54.78,EverRun,trail,3.72,24,2023-10-12T00:00:00Z
P000597,Compact Backpack,Compact Backpack designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,60.29,Novex,heart-rate,4.64,16,2023-07-16T00:00:00Z
P000598,Comfort Jacket,Comfort Jacket designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,227.88,Veloce,"training,outdoor,heart-rate",3.78,21,2023-04-20T00:00:00Z
P000599,Compact Sunglasses,Compact Sunglasses designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,40.57,TrailBlaze,outdoor,3.69,10,2023-05-20T00:00:00Z
P000600,Compact Compression Sleeve,Compact Compression Sleeve designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,23.29,Nimbus,casual,3.93,18,2023-11-16T00:00:00Z
P000601,Smart Smart Watch Model 667,Smart Smart Watch Model 667 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,31.62,TrailBlaze,trail,4.84,29,2024-11-26T00:00:00Z
P000602,Comfort Running Shoe Model 790,Comfort Running Shoe Model 790 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,46.88,TrailBlaze,"gps,insulated",4.51,10,2024-02-09T00:00:00Z
P000603,Premium Trail Shoe,Premium Trail Shoe designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,22.59,PeakMotion,"waterproof,heart-rate",4.77,14,2023-08-27T00:00:00Z
P000604,Smart Yoga Mat Model 883,Smart Yoga Mat Model 883 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,50.25,TrailBlaze,"training,insulated",4.4,14,2024-05-11T00:00:00Z
P000605,Ultra Water Bottle Model 886,Ultra Water Bottle Model 886 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,24.32,CoreFit,"training,waterproof",4.44,11,2023-04-12T00:00:00Z
P000606,Lightweight Trail Shoe,Lightweight Trail Shoe designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,58.88,TrailBlaze,"insulated,outdoor,lightweight",3.95,19,2023-03-20T00:00:00Z
P000607,Eco Headphones Model 911,Eco Headphones Model 911 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,28.08,Nimbus,"gps,fitness",4.31,30,2024-07-07T00:00:00Z
P000608,Lightweight Running Shoe,Lightweight Running Shoe designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,35.35,EverRun,"training,compact",3.55,11,2024-11-06T00:00:00Z
P000609,Comfort Headphones,Comfort Headphones designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,129.99,TrailBlaze,"trail,heart-rate",4.51,20,2024-07-06T00:00:00Z
P000610,Smart Headphones,Smart Headphones designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,60.4,TrailBlaze,"training,heart-rate",4.96,18,2023-12-28T00:00:00Z
P000611,Compact Running Shoe,Compact Running Shoe designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,100.51,EverRun,"compact,heart-rate",3.54,43,2023-12-16T00:00:00Z
P000612,Durable Sunglasses Model 453,Durable Sunglasses Model 453 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,36.48,Apex,"waterproof,compact,insulated",4.47,18,2023-03-09T00:00:00Z
P000613,Durable Backpack,Durable Backpack designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,166.15,Apex,"insulated,casual",4.35,46,2023-10-01T00:00:00Z
P000614,Smart Shorts Model 122,Smart Shorts Model 122 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,70.22,TrailBlaze,"heart-rate,trail",4.71,10,2024-11-22T00:00:00Z
P000615,Compact Headphones Model 614,Compact Headphones Model 614 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,26.67,CoreFit,"casual,waterproof",4.25,35,2023-03-19T00:00:00Z
P000616,Pro Yoga Mat,Pro Yoga Mat designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,31.89,Orion,"waterproof,heart-rate",4.61,10,2024-08-15T00:00:00Z
P000617,Premium Backpack,Premium Backpack designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,85.31,Veloce,"casual,waterproof",4.02,10,2023-11-06T00:00:00Z
P000618,Ultra Sunglasses Model 779,Ultra Sunglasses Model 779 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,28.0,TrailBlaze,"heart-rate,gps",4.18,26,2023-07-04T00:00:00Z
P000619,Basic Compression Sleeve,Basic Compression Sleeve designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,86.15,PeakMotion,"compact,training,fitness",4.91,16,2024-09-21T00:00:00Z
P000620,Premium Compression Sleeve,Premium Compression Sleeve designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,40.89,EverRun,"lightweight,waterproof",3.73,21,2023-11-04T00:00:00Z
P000621,Waterproof Backpack,Waterproof Backpack designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,45.36,TrailBlaze,"fitness,insulated",3.74,21,2023-08-30T00:00:00Z
P000622,Pro Trail Shoe,Pro Trail Shoe designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,21.11,CoreFit,"training,gps",4.99,14,2023-02-07T00:00:00Z
P000623,Comfort Yoga Mat,Comfort Yoga Mat designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,30.34,CoreFit,"gps,lightweight,running",4.95,15,2023-01-21T00:00:00Z
P000624,Durable Backpack Model 716,Durable Backpack Model 716 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,109.37,TrailBlaze,"insulated,compact",4.83,14,2023-05-24T00:00:00Z
P000625,Durable Shorts,Durable Shorts designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,40.88,Orion,"fitness,training,trail",3.86,10,2023-11-17T00:00:00Z
P000626,Premium Compression Sleeve,Premium Compression Sleeve designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,57.42,PeakMotion,trail,3.76,103,2024-03-26T00:00:00Z
P000627,Ultra Shorts Model 157,Ultra Shorts Model 157 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,41.34,Novex,"gps,casual",4.21,12,2023-10-12T00:00:00Z
P000628,Compact Headphones Model 832,Compact Headphones Model 832 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,52.85,Apex,"heart-rate,running,insulated",4.54,28,2023-09-03T00:00:00Z
P000629,Eco Sunglasses Model 416,Eco Sunglasses Model 416 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,224.51,Novex,"waterproof,training,casual",3.51,86,2023-09-19T00:00:00Z
P000630,Durable Smart Watch,Durable Smart Watch designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,217.51,Stride,"insulated,outdoor",4.82,26,2024-02-21T00:00:00Z
P000631,Ultra Trail Shoe Model 942,Ultra Trail Shoe Model 942 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,77.69,TrailBlaze,"compact,casual",4.82,31,2023-06-14T00:00:00Z
P000632,Ultra Jacket Model 167,Ultra Jacket Model 167 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,36.83,Veloce,"outdoor,training,running",4.64,19,2023-07-08T00:00:00Z
P000633,Smart Socks,Smart Socks designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,36.03,CoreFit,"heart-rate,trail",3.67,12,2024-10-26T00:00:00Z
P000634,Premium Socks Model 520,Premium Socks Model 520 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,38.06,Stride,"lightweight,insulated",4.39,13,2023-10-16T00:00:00Z
P000635,Durable Sunglasses,Durable Sunglasses designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,35.74,TrailBlaze,"waterproof,running,insulated",4.88,20,2024-10-03T00:00:00Z
P000636,Durable Headphones Model 303,Durable Headphones Model 303 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,48.05,Stride,casual,4.43,18,2023-06-02T00:00:00Z
P000637,Compact Water Bottle,Compact Water Bottle designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,41.13,Veloce,"training,insulated",4.24,11,2023-07-28T00:00:00Z
P000638,Ultra Yoga Mat Model 864,Ultra Yoga Mat Model 864 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,35.28,TrailBlaze,heart-rate,3.82,31,2024-11-24T00:00:00Z
P000639,Waterproof Water Bottle,Waterproof Water Bottle designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,21.15,CoreFit,heart-rate,4.18,12,2024-08-19T00:00:00Z
P000640,Basic Headphones,Basic Headphones designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,38.76,EverRun,"casual,insulated,waterproof",4.57,22,2024-09-03T00:00:00Z
P000641,Durable Trail Shoe,Durable Trail Shoe designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,88.34,PeakMotion,"outdoor,heart-rate",4.91,97,2024-09-04T00:00:00Z
P000642,Lightweight Running Shoe Model 359,Lightweight Running Shoe Model 359 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,32.1,TrailBlaze,"outdoor,lightweight,gps",3.56,11,2023-06-23T00:00:00Z
P000643,Smart Backpack Model 998,Smart Backpack Model 998 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,25.28,EverRun,"gps,casual,lightweight",3.89,12,2023-05-11T00:00:00Z
P000644,Ultra Compression Sleeve Model 469,Ultra Compression Sleeve Model 469 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,31.32,CoreFit,"fitness,gps,outdoor",4.15,11,2024-05-18T00:00:00Z
P000645,Eco Socks Model 751,Eco Socks Model 751 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,22.13,Stride,waterproof,3.77,15,2023-06-17T00:00:00Z
P000646,Smart Sunglasses Model 218,Smart Sunglasses Model 218 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,21.63,EverRun,"gps,training,insulated",4.24,34,2023-06-01T00:00:00Z
P000647,Compact Trail Shoe Model 308,Compact Trail Shoe Model 308 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,54.45,Stride,"gps,fitness,heart-rate",4.84,17,2024-08-20T00:00:00Z
P000648,Eco Shorts Model 284,Eco Shorts Model 284 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,113.63,PeakMotion,"insulated,trail",4.83,10,2024-11-28T00:00:00Z
P000649,Durable Sunglasses,Durable Sunglasses designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,53.48,Stride,trail,4.19,22,2024-05-06T00:00:00Z
P000650,Basic Yoga Mat,Basic Yoga Mat designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,33.18,Apex,"heart-rate,training,outdoor",4.92,3149,2024-08-05T00:00:00Z
P000651,Pro Running Shoe Model 920,Pro Running Shoe Model 920 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,32.93,Apex,"trail,gps,heart-rate",4.07,14,2023-07-02T00:00:00Z
P000652,Waterproof Trail Shoe,Waterproof Trail Shoe designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,26.52,TrailBlaze,"insulated,compact",3.73,12,2024-03-18T00:00:00Z
P000653,Ultra Socks,Ultra Socks designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,34.36,Novex,"gps,waterproof",4.23,42,2024-05-02T00:00:00Z
P000654,Premium Shorts,Premium Shorts designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,201.04,EverRun,"lightweight,casual,insulated",3.64,16,2024-04-19T00:00:00Z
P000655,Pro Socks,Pro Socks designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,57.23,Veloce,"insulated,gps,trail",3.94,14,2024-05-04T00:00:00Z
P000656,Comfort Water Bottle Model 800,Comfort Water Bottle Model 800 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,214.65,Veloce,"fitness,heart-rate",3.57,10,2023-02-16T00:00:00Z
P000657,Durable Jacket Model 535,Durable Jacket Model 535 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,23.78,Orion,"outdoor,fitness",4.38,26,2023-01-17T00:00:00Z
P000658,Basic Headphones,Basic Headphones designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,107.43,Apex,casual,4.82,12,2024-08-24T00:00:00Z
P000659,Smart Socks Model 560,Smart Socks Model 560 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,33.65,Stride,lightweight,3.62,146,2023-09-23T00:00:00Z
P000660,Durable Sunglasses,Durable Sunglasses designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,20.23,Novex,lightweight,4.48,15,2024-02-19T00:00:00Z
P000661,Premium Compression Sleeve Model 598,Premium Compression Sleeve Model 598 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,44.74,Orion,"compact,insulated",4.94,21,2023-11-06T00:00:00Z
P000662,Comfort Water Bottle,Comfort Water Bottle designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,48.95,Apex,"waterproof,running,compact",4.22,11,2023-09-05T00:00:00Z
P000663,Basic Jacket,Basic Jacket designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,32.04,Nimbus,training,4.13,10,2023-06-06T00:00:00Z
P000664,Smart Headphones,Smart Headphones designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,54.39,Orion,waterproof,3.94,32,2024-02-06T00:00:00Z
P000665,Compact Running Shoe Model 205,Compact Running Shoe Model 205 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,118.36,Nimbus,"heart-rate,compact,gps",5.0,10,2024-02-14T00:00:00Z
P000666,Eco Shorts Model 842,Eco Shorts Model 842 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,29.28,Apex,"running,casual,heart-rate",3.97,10,2024-10-25T00:00:00Z
P000667,Smart Trail Shoe Model 606,Smart Trail Shoe Model 606 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,37.93,TrailBlaze,lightweight,3.93,11,2023-12-19T00:00:00Z
P000668,Pro Jacket Model 324,Pro Jacket Model 324 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,56.87,Nimbus,fitness,4.58,13,2024-03-02T00:00:00Z
P000669,Basic Compression Sleeve Model 468,Basic Compression Sleeve Model 468 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,51.99,Stride,"waterproof,fitness,trail",4.5,10,2023-07-24T00:00:00Z
P000670,Premium Headphones Model 203,Premium Headphones Model 203 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,57.72,Nimbus,"waterproof,compact",4.34,1223,2024-01-03T00:00:00Z
P000671,Compact Socks,Compact Socks designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,212.47,Veloce,trail,4.01,10,2023-08-21T00:00:00Z
P000672,Eco Smart Watch Model 598,Eco Smart Watch Model 598 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,119.49,EverRun,gps,3.9,11,2024-06-11T00:00:00Z
P000673,Basic Trail Shoe,Basic Trail Shoe designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,85.6,Nimbus,"trail,compact",4.67,18,2023-04-15T00:00:00Z
P000674,Lightweight Jacket,Lightweight Jacket designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,45.2,PeakMotion,"lightweight,fitness",4.56,26,2024-05-25T00:00:00Z
P000675,Durable Water Bottle Model 762,Durable Water Bottle Model 762 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,33.38,Stride,waterproof,4.16,14,2023-01-07T00:00:00Z
P000676,Smart Backpack,Smart Backpack designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,23.41,EverRun,"casual,outdoor,waterproof",3.73,25,2024-03-07T00:00:00Z
P000677,Comfort Sunglasses Model 523,Comfort Sunglasses Model 523 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,55.92,Veloce,"outdoor,running,training",3.72,10,2024-06-13T00:00:00Z
P000678,Durable Backpack Model 422,Durable Backpack Model 422 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,118.56,Stride,"running,casual",4.64,20,2024-10-18T00:00:00Z
P000679,Premium Running Shoe Model 746,Premium Running Shoe Model 746 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,36.77,Veloce,"compact,outdoor",4.86,10,2023-10-14T00:00:00Z
P000680,Premium Water Bottle Model 817,Premium Water Bottle Model 817 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,37.85,PeakMotion,"heart-rate,compact,training",4.55,42,2024-10-26T00:00:00Z
P000681,Pro Yoga Mat,Pro Yoga Mat designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,41.5,TrailBlaze,"compact,lightweight,gps",4.99,12,2023-04-06T00:00:00Z
P000682,Eco Yoga Mat Model 633,Eco Yoga Mat Model 633 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,50.28,Stride,running,4.84,16,2023-09-22T00:00:00Z
P000683,Ultra Compression Sleeve,Ultra Compression Sleeve designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,49.28,EverRun,"insulated,gps",4.03,10,2024-10-28T00:00:00Z
P000684,Smart Yoga Mat,Smart Yoga Mat designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,76.25,PeakMotion,"heart-rate,compact,gps",4.77,11,2023-11-03T00:00:00Z
